photo_path,gesture_label,keypoints_left,keypoints_right
datasets/left_0.png,left,"[(0.34218189120292664, 0.6398829817771912, -4.916950047118007e-08), (0.3554874360561371, 0.5501274466514587, 0.0016182909021154046), (0.3998108506202698, 0.48740097880363464, -0.00043639709474518895), (0.44666093587875366, 0.4556439518928528, -0.0019235279178246856), (0.47391876578330994, 0.43288472294807434, -0.003823754144832492), (0.44795316457748413, 0.49923980236053467, -0.02211602032184601), (0.5240073204040527, 0.4943216145038605, -0.028264770284295082), (0.5668507814407349, 0.4922829866409302, -0.029595857486128807), (0.5982750058174133, 0.492003858089447, -0.030966591089963913), (0.46195149421691895, 0.5552834868431091, -0.025602690875530243), (0.5073436498641968, 0.5419015288352966, -0.03000590391457081), (0.48803555965423584, 0.540725827217102, -0.022237664088606834), (0.4654371440410614, 0.5471940636634827, -0.017132846638560295), (0.46653810143470764, 0.6079545617103577, -0.027084456756711006), (0.4996524155139923, 0.5822288990020752, -0.027497347444295883), (0.4831458330154419, 0.5828166604042053, -0.013035161420702934), (0.462313175201416, 0.5911506414413452, -0.004780637100338936), (0.46707963943481445, 0.6534810066223145, -0.028347592800855637), (0.49034780263900757, 0.6227971315383911, -0.024703655391931534), (0.4753751754760742, 0.6232842206954956, -0.011262286454439163), (0.4577347934246063, 0.6321509480476379, -0.001632769126445055)]",[]
datasets/left_1.png,left,"[(0.34223759174346924, 0.638051450252533, -4.103818440626128e-08), (0.35656386613845825, 0.5497021675109863, 0.0002554943202994764), (0.4024815857410431, 0.486991822719574, -0.0018038254929706454), (0.4495445787906647, 0.45358356833457947, -0.0027432197239249945), (0.47166597843170166, 0.42278146743774414, -0.003927852958440781), (0.44373011589050293, 0.49582338333129883, -0.024244040250778198), (0.5209190249443054, 0.48801472783088684, -0.031657397747039795), (0.565024733543396, 0.4877317547798157, -0.033440474420785904), (0.5973209142684937, 0.4892998933792114, -0.03482231870293617), (0.4582365155220032, 0.5517138242721558, -0.02688487246632576), (0.5075731873512268, 0.5376572012901306, -0.032875463366508484), (0.49023881554603577, 0.5360929369926453, -0.02567620761692524), (0.4674510061740875, 0.5409936308860779, -0.020435990765690804), (0.4645169973373413, 0.6041476726531982, -0.027583109214901924), (0.5007113814353943, 0.5791131854057312, -0.028702428564429283), (0.4852932095527649, 0.5786266922950745, -0.014727255329489708), (0.46418073773384094, 0.585745632648468, -0.006392857525497675), (0.4671294689178467, 0.6496648192405701, -0.028209690004587173), (0.4916655421257019, 0.619604229927063, -0.025239842012524605), (0.4774933159351349, 0.6184074878692627, -0.012969298288226128), (0.4599400460720062, 0.6257266998291016, -0.004019095562398434)]",[]
datasets/left_2.png,left,"[(0.34155452251434326, 0.6327183842658997, -5.726073126766096e-08), (0.3558744490146637, 0.5480868220329285, 0.0007662071147933602), (0.3994671702384949, 0.48663055896759033, -0.001748205628246069), (0.4459141194820404, 0.45375117659568787, -0.0038001160137355328), (0.47219690680503845, 0.42585206031799316, -0.006109727546572685), (0.4470408856868744, 0.49533966183662415, -0.021317031234502792), (0.5217843651771545, 0.4891902208328247, -0.02805471420288086), (0.5654231309890747, 0.48840969800949097, -0.03032063879072666), (0.5971328020095825, 0.48794862627983093, -0.03234190121293068), (0.46178531646728516, 0.548353910446167, -0.024599041789770126), (0.5051112174987793, 0.5435431599617004, -0.02995736338198185), (0.4858485162258148, 0.5457143783569336, -0.023625219240784645), (0.46277672052383423, 0.5500566363334656, -0.019413167610764503), (0.46729543805122375, 0.6002492308616638, -0.026004701852798462), (0.49829792976379395, 0.5833590626716614, -0.027154551818966866), (0.48229512572288513, 0.5852784514427185, -0.013646217063069344), (0.46096959710121155, 0.5911893844604492, -0.005856939125806093), (0.46848514676094055, 0.6458314061164856, -0.0273361224681139), (0.48935630917549133, 0.6229230761528015, -0.024373000487685204), (0.47466006875038147, 0.6237636208534241, -0.011792455799877644), (0.4568726420402527, 0.6301388740539551, -0.0024970178492367268)]",[]
datasets/left_3.png,left,"[(0.3394182026386261, 0.6354511976242065, -6.949375830345161e-08), (0.3528658449649811, 0.5486953258514404, 0.002365340478718281), (0.3982202708721161, 0.48651134967803955, 0.0010225425940006971), (0.446256160736084, 0.45310473442077637, 0.0008912867633625865), (0.47045671939849854, 0.42134812474250793, 0.0004018358013126999), (0.44561317563056946, 0.49456077814102173, -0.02417522855103016), (0.5220246911048889, 0.489382803440094, -0.031424980610609055), (0.565617024898529, 0.48890942335128784, -0.03328607231378555), (0.5973936915397644, 0.489073783159256, -0.034464508295059204), (0.46012696623802185, 0.5494033694267273, -0.02637142315506935), (0.506941556930542, 0.5377709269523621, -0.02840481512248516), (0.48857489228248596, 0.5369246602058411, -0.01867031864821911), (0.4662612974643707, 0.5420311689376831, -0.012613547965884209), (0.46478787064552307, 0.6013171672821045, -0.02643316239118576), (0.4986090362071991, 0.5790449380874634, -0.025514692068099976), (0.4825708866119385, 0.5784142017364502, -0.011192131787538528), (0.46143659949302673, 0.5852558016777039, -0.0031497653108090162), (0.46556493639945984, 0.6465646028518677, -0.025945212692022324), (0.48873695731163025, 0.6194184422492981, -0.021431365981698036), (0.4744105339050293, 0.6189059019088745, -0.00846950989216566), (0.45694807171821594, 0.626128613948822, 0.0007081173826009035)]",[]
datasets/left_4.png,left,"[(0.3394182026386261, 0.6354511976242065, -6.949375830345161e-08), (0.3528658449649811, 0.5486953258514404, 0.002365340478718281), (0.3982202708721161, 0.48651134967803955, 0.0010225425940006971), (0.446256160736084, 0.45310473442077637, 0.0008912867633625865), (0.47045671939849854, 0.42134812474250793, 0.0004018358013126999), (0.44561317563056946, 0.49456077814102173, -0.02417522855103016), (0.5220246911048889, 0.489382803440094, -0.031424980610609055), (0.565617024898529, 0.48890942335128784, -0.03328607231378555), (0.5973936915397644, 0.489073783159256, -0.034464508295059204), (0.46012696623802185, 0.5494033694267273, -0.02637142315506935), (0.506941556930542, 0.5377709269523621, -0.02840481512248516), (0.48857489228248596, 0.5369246602058411, -0.01867031864821911), (0.4662612974643707, 0.5420311689376831, -0.012613547965884209), (0.46478787064552307, 0.6013171672821045, -0.02643316239118576), (0.4986090362071991, 0.5790449380874634, -0.025514692068099976), (0.4825708866119385, 0.5784142017364502, -0.011192131787538528), (0.46143659949302673, 0.5852558016777039, -0.0031497653108090162), (0.46556493639945984, 0.6465646028518677, -0.025945212692022324), (0.48873695731163025, 0.6194184422492981, -0.021431365981698036), (0.4744105339050293, 0.6189059019088745, -0.00846950989216566), (0.45694807171821594, 0.626128613948822, 0.0007081173826009035)]",[]
datasets/left_5.png,left,"[(0.33296823501586914, 0.6364208459854126, -8.92007108177495e-08), (0.3484848737716675, 0.5465151071548462, 0.0035754218697547913), (0.39550167322158813, 0.4835509657859802, 0.0033322880044579506), (0.44405239820480347, 0.4516267478466034, 0.003335492918267846), (0.4668545424938202, 0.42870742082595825, 0.0028145527467131615), (0.4444645345211029, 0.49658170342445374, -0.017766857519745827), (0.5191192626953125, 0.48947063088417053, -0.021660394966602325), (0.5618590712547302, 0.4876928925514221, -0.022023165598511696), (0.5928471684455872, 0.48701468110084534, -0.023165633901953697), (0.4583824872970581, 0.5520619750022888, -0.02141350694000721), (0.5000861287117004, 0.5416595339775085, -0.022709030658006668), (0.4812319874763489, 0.5413562655448914, -0.014359846711158752), (0.4590529501438141, 0.5466326475143433, -0.009594704955816269), (0.4617576003074646, 0.6043978333473206, -0.022965705022215843), (0.4916744530200958, 0.5824109315872192, -0.021107267588377), (0.4760272204875946, 0.5829380750656128, -0.0073423539288342), (0.4548303782939911, 0.5903993248939514, -0.00017696950817480683), (0.46052518486976624, 0.649226188659668, -0.024172110483050346), (0.48212578892707825, 0.622116208076477, -0.019470714032649994), (0.4681639075279236, 0.6215816140174866, -0.006756026763468981), (0.44979482889175415, 0.6289079189300537, 0.002027720445767045)]",[]
datasets/left_6.png,left,"[(0.3230063319206238, 0.6398645043373108, -5.4384827308240347e-08), (0.33768898248672485, 0.5482727885246277, -0.0011235465062782168), (0.3860984444618225, 0.4838240444660187, -0.003406640375033021), (0.43731996417045593, 0.4518449008464813, -0.004961784929037094), (0.4625588357448578, 0.4241299033164978, -0.006358575541526079), (0.4333929717540741, 0.4963567852973938, -0.019813986495137215), (0.5108375549316406, 0.487886905670166, -0.0263174157589674), (0.5550607442855835, 0.4875697195529938, -0.027811380103230476), (0.5868558883666992, 0.4889411926269531, -0.02912873961031437), (0.44854968786239624, 0.5532722473144531, -0.022382335737347603), (0.4963909089565277, 0.5344977378845215, -0.027834102511405945), (0.47974109649658203, 0.5302873849868774, -0.02172500267624855), (0.4572726786136627, 0.5340375304222107, -0.01713624596595764), (0.45383983850479126, 0.6054226160049438, -0.02346341870725155), (0.48793545365333557, 0.5752782821655273, -0.025123510509729385), (0.473071813583374, 0.5718730688095093, -0.012443806044757366), (0.4516104757785797, 0.5773488879203796, -0.004556804895401001), (0.4547143578529358, 0.6498101353645325, -0.02466757968068123), (0.4774622917175293, 0.6159937381744385, -0.021686824038624763), (0.4640907645225525, 0.6124693751335144, -0.009788146242499352), (0.44607844948768616, 0.6188104152679443, -0.0008813610184006393)]",[]
datasets/left_7.png,left,"[(0.3230063319206238, 0.6398645043373108, -5.4384827308240347e-08), (0.33768898248672485, 0.5482727885246277, -0.0011235465062782168), (0.3860984444618225, 0.4838240444660187, -0.003406640375033021), (0.43731996417045593, 0.4518449008464813, -0.004961784929037094), (0.4625588357448578, 0.4241299033164978, -0.006358575541526079), (0.4333929717540741, 0.4963567852973938, -0.019813986495137215), (0.5108375549316406, 0.487886905670166, -0.0263174157589674), (0.5550607442855835, 0.4875697195529938, -0.027811380103230476), (0.5868558883666992, 0.4889411926269531, -0.02912873961031437), (0.44854968786239624, 0.5532722473144531, -0.022382335737347603), (0.4963909089565277, 0.5344977378845215, -0.027834102511405945), (0.47974109649658203, 0.5302873849868774, -0.02172500267624855), (0.4572726786136627, 0.5340375304222107, -0.01713624596595764), (0.45383983850479126, 0.6054226160049438, -0.02346341870725155), (0.48793545365333557, 0.5752782821655273, -0.025123510509729385), (0.473071813583374, 0.5718730688095093, -0.012443806044757366), (0.4516104757785797, 0.5773488879203796, -0.004556804895401001), (0.4547143578529358, 0.6498101353645325, -0.02466757968068123), (0.4774622917175293, 0.6159937381744385, -0.021686824038624763), (0.4640907645225525, 0.6124693751335144, -0.009788146242499352), (0.44607844948768616, 0.6188104152679443, -0.0008813610184006393)]",[]
datasets/left_8.png,left,"[(0.2931770086288452, 0.6294385194778442, -2.776343066557274e-08), (0.31439509987831116, 0.5390653610229492, 0.004919029772281647), (0.35969576239585876, 0.4708428978919983, 0.0026907946448773146), (0.4104442000389099, 0.44293123483657837, -7.011585694272071e-05), (0.4431164264678955, 0.45507556200027466, -0.0031286703888326883), (0.40909889340400696, 0.4898107349872589, -0.01773194968700409), (0.483441561460495, 0.48118579387664795, -0.023908229544758797), (0.5252928733825684, 0.4832313060760498, -0.026099858805537224), (0.5553659200668335, 0.48647406697273254, -0.028391383588314056), (0.4213566780090332, 0.5436208248138428, -0.02373591996729374), (0.4789535403251648, 0.5394572615623474, -0.027670230716466904), (0.46265503764152527, 0.5400744676589966, -0.020195333287119865), (0.4389953017234802, 0.5419896841049194, -0.014995899051427841), (0.42414072155952454, 0.5971154570579529, -0.027436429634690285), (0.46783745288848877, 0.5812413692474365, -0.02630920149385929), (0.45278286933898926, 0.5804077982902527, -0.010953419841825962), (0.4301723539829254, 0.5832899212837219, -0.002091357484459877), (0.42072874307632446, 0.6451286673545837, -0.030865482985973358), (0.4508090615272522, 0.6247243881225586, -0.024394366890192032), (0.436026930809021, 0.623341977596283, -0.009076663292944431), (0.41649413108825684, 0.6282975077629089, 0.0015400443226099014)]",[]
datasets/left_9.png,left,"[(0.2931770086288452, 0.6294385194778442, -2.776343066557274e-08), (0.31439509987831116, 0.5390653610229492, 0.004919029772281647), (0.35969576239585876, 0.4708428978919983, 0.0026907946448773146), (0.4104442000389099, 0.44293123483657837, -7.011585694272071e-05), (0.4431164264678955, 0.45507556200027466, -0.0031286703888326883), (0.40909889340400696, 0.4898107349872589, -0.01773194968700409), (0.483441561460495, 0.48118579387664795, -0.023908229544758797), (0.5252928733825684, 0.4832313060760498, -0.026099858805537224), (0.5553659200668335, 0.48647406697273254, -0.028391383588314056), (0.4213566780090332, 0.5436208248138428, -0.02373591996729374), (0.4789535403251648, 0.5394572615623474, -0.027670230716466904), (0.46265503764152527, 0.5400744676589966, -0.020195333287119865), (0.4389953017234802, 0.5419896841049194, -0.014995899051427841), (0.42414072155952454, 0.5971154570579529, -0.027436429634690285), (0.46783745288848877, 0.5812413692474365, -0.02630920149385929), (0.45278286933898926, 0.5804077982902527, -0.010953419841825962), (0.4301723539829254, 0.5832899212837219, -0.002091357484459877), (0.42072874307632446, 0.6451286673545837, -0.030865482985973358), (0.4508090615272522, 0.6247243881225586, -0.024394366890192032), (0.436026930809021, 0.623341977596283, -0.009076663292944431), (0.41649413108825684, 0.6282975077629089, 0.0015400443226099014)]",[]
